ano,volume,numero,titulo_artigo,autores,palavras_chave,abstract,referencias,link
2020,19,2/,Large-Scale Analysis and Modeling for Indoor Propagation at 10 GHz,,,,,
2020,19,3/,Optical Fiber Coupler Analysis Using Daubechies Wavelets,,,,,
2020,19,3/,High-Speed Pulse Sequences through Semiconductor Optical Nonlinear Amplification and Buried Fiber Propagation,,,,,
2020,19,3/,Effects of an FSS Reflector on a Microstrip Line Fed Bow-Tie Slot Antenna,,,,,
2020,19,3/,Effect of Metamaterial Cells Array on a Microstrip Patch Antenna Design,,,,,
2020,19,3/,"A Compact, Wideband, Dual Polarized CPW-Fed Asymmetric Slot Antenna for Wireless Systems",,,,,
2020,19,3/,Double Patch Antenna Array for Communication and Out-of-band RF Energy Harvesting,,,,,
2020,19,3/,Compact Ultra-Wide-Band HI Monopole Antenna Loaded with C-Shaped Parasitic Elements for DVB-T and LTE Applications,,,,,
2020,19,3/,High Efficiency Continuous Inverse Class-F Power Amplifier with Modified Current Waveform,,,,,
2020,19,3/,A Novel Fully Integrated 4-Bit IFM Subsystem Using Band-Stop Filters,,,,,
2020,19,3/,Error Analysis of the Numerical Method for Correcting the Propagation of EM waves in the Troposphere,,,,,
2020,19,3/,Modeling the Resonant Behavior of Continuously Reconfigurable FSS Based on Four Arms Star Geometry,,,,,
2020,19,4/,Optimum Positioning of Base Station for Cellular Service Devices Using Discrete Knowledge Model,,,,,
2020,19,4/,Synthesis of Sparse Arrays Based On CIGA (Convex Improved Genetic Algorithm),,,,,
2020,19,4/,Multi-Step-Ahead Spectrum Prediction for Cognitive Radio in Fading Scenarios,,,,,
2020,19,4/,Optical Fiber Spool Acoustic Wave Resonances Employing a Mach-Zehnder Interferometer in Vacuum Chamber,,,,,
2020,19,4/,Wide Band Stop Response Using Interdigital Capacitor/CSRR DGS in Elliptical Microstrip Low-Pass Filter,,,,,
2020,19,4/,Grating Lobes Suppression in Frequency Selective Surfaces Using Electromagnetic Band Gap with Square Holes,,,,,
2020,19,4/,Metamaterial-Fractal-Defected Ground Structure Concepts Combining for Highly Miniaturized Triple-Band Antenna Design,,,,,
2019,18,1/,Investigation of Thermal Effects in Coaxial Probe Method and Dielectric Characterization of Glycerol up to 140°C,,,,,
2019,18,1/,Crescent Shape Microstrip Antenna for Dual polarized Multi-band Response,,,,,
2019,18,1/,Dumbbell Shaped Microstrip Broadband Antenna,,,,,
2019,18,1/,An Amorphous Silicon Photo TFT with Si3N4/Al2O3 or HfO2 Double Layered Insulator for Digital Imaging Applications,,,,,
2019,18,1/,Compact Filtenna for WLAN Applications,,,,,
2019,18,1/,Highly birefringent do-octagonal photonic crystal fibers with ultra flattened zero dispersion for supercontinuum generation,,,,,
2019,18,1/,Ray Tracing and Applications to an Evaporation Duct Model Based on Data from Oceanographic Buoy Sensors,,,,,
2019,18,1/,Theoretical Study of Plasmonically Induced Transparency Effect in Arrays of Graphene-Based Double Disk Resonators,,,,,
2019,18,1/,Optimization of Planar Antenna Arrays Using the Firefly Algorithm,,,,,
2019,18,2/,Two-Level Allocation for H-CRAN Architecture Based in Offloading,,,,,
2019,18,2/,Synthesis of New Reconfigurable Limited Size FSS Structures Using an Improved Hybrid Particle Swarm Optimization,,,,,
2019,18,2/,Quad-Band Printed Antenna for Portable WLAN Applications,,,,,
2019,18,2/,Three-Dimensional Reciprocal Invisibility Cloak with Multilayered Structure,,,,,
2019,18,2/,Frequency Domain Interleaving for Dense WDM Passive Optical Network,,,,,
2019,18,2/,A New Technique Using Axially Slotted Microstrip Line for Antenna Impedance Matching Designs,,,,,
2019,18,2/,Study and Optimization of Raman Amplifiers in Tellurite-Based Optical Fibers for Wide-Band Telecommunication Systems,,,,,
2019,18,2/,A New Conductive Ink for Microstrip Antenna and Bioinspired FSS Designs on Glass and Fiberglass Substrates,,,,,
2019,18,2/,A 50Ω Microstrip Line Fed Shorted Hexagonal Microstrip Antennas with Reduced Cross-Polarization,,,,,
2019,18,2/,Performance Analysis of X Band Horn Antennas using Additive Manufacturing Method Coated with Different Techniques,,,,,
2019,18,2/,Wideband Pattern Reconfigurable Printed-Yagi Antenna Array Based on Feed Structure,,,,,
2019,18,2/,A Novel Fractal Multi-band Frequency Selective Surface,,,,,
2019,18,2/,Compact Broadband High-Directivity Microstrip Directional Coupler,,,,,
2019,18,2/,A System to improve the management of 5G and IoT Networks by determining the Mobile Position,,,,,
2019,18,2/,Generation of Non-diffraction Vortex Beam and Its Application in Digital Communication,,,,,
2019,18,3/,Utilizing Shift-or-Shrink Method to Optimize Multisegment Structures of Bent Optical Waveguides,,,,,
2019,18,3/,Double Layer Frequency Selective Surface for Ultra Wide Band Applications with Angular Stability and Polarization Independence,,,,,
2019,18,3/,Electromagnetic Core Analysis of a DFIG State-Feedback Power Controller,,,,,
2019,18,3/,On-load Back-EMF Optimization Based on the Back-EMF MST Method and Parametric Optimization,,,,,
2019,18,3/,Investigation on Metamaterial Antenna for Terahertz Applications,,,,,
2019,18,3/,Simulation and Design of a Bandpass Filter Based on Substrate Integrated E-Plane Waveguide,,,,,
2019,18,3/,Study of Patch Antennas with Koch Curve Form Slots,,,,,
2019,18,3/,Comparison and Combination of Techniques for Determining the Parameters of a Magnetic Hysteresis Model,,,,,
2019,18,3/,Influence of Vegetation on the Outdoor-to-Indoor Mobile Radio Propagation in 700 MHz Band,,,,,
2019,18,3/,Channel Characteristics for Fixed and Portable DTV Reception in a Single Frequency Network,,,,,
2019,18,4/,Smart Graphene-Based Frequency Selective Surface Designed to Act as Single or Dual Band Device with Reconfigurable Operation Bands,,,,,
2019,18,4/,Design and Fabrication of a Novel Compact Low-loss Microstrip Diplexer for WCDMA and WiMAX Applications,,,,,
2019,18,4/,Mu-Negative Metamaterials Seen as Band-Limited Non-Foster Impedances in Inductive Power Transmission Systems,,,,,
2019,18,4/,Evaluation of OFDM Channel Sounding Techniques with Three Modulation Sequences,,,,,
2019,18,4/,Design and Synthesis of an Ultra Wide Band FSS for mm-Wave Application via General Regression Neural Network and Multiobjective Bat Algorithm,,,,,
2019,18,4/,Co-Design of a GPS Antenna Low-Noise Amplifier Front-End Circuit,,,,,
2018,17,1/,Performance Analysis of Probe-Fed Circularly-Polarized Moderately-Thick Microstrip Antennas Designed under the Null Reactance Condition,,,,,
2018,17,1/,A Hybrid Approach for Assessments of Equivalent Emission Sources and Electromagnetic Environments,,,,,
2018,17,1/,Microstrip Hybrid Coupler with a Wide Stop-Band Using Symmetric Structure for Wireless Applications,,,,,
2018,17,1/,Analysis of the Propagation Properties of 90°-bend Periodic Segmented Waveguides Using the 2D Finite Element Method,,,,,
2018,17,1/,Extremely high Faraday and Kerr rotations and extraordinary optical transmission in four-layer dielectric-metal strips-dielectric-Bi:YIG planar structure,,,,,
2018,17,1/,Polarization Insensitive Compact Wide Stop-band Frequency Selective Surface,,,,,
2018,17,1/,Adaptive Modulation and Code Strategy to Reduce Energy Consumption in Elastic Optical Network,,,,,
2018,17,1/,Use of a combined SVD-Kalman filter approach for induction motor broken rotor bars identification,,,,,
2018,17,1/,Characterization of Switchable Rectangular Ring FSS with Non Coupled Parallel Metallic Strips for Multi Band and Dual Polarized Applications Using WCIP Method,,,,,
2018,17,1/,Analytical Approach for Making Multilayer and Inhomogeneous Structures Invisible Based on Mantle Cloak,,,,,
2018,17,1/,Sharp Rejection and Wide Stopband Microstrip Lowpass Filters using Complementary Split Ring Resonators,,,,,
2018,17,1/,Novel Design of Photonic Digital Sensors for Distinguishing Uniformly-Distributed Refractive Indices of Fluids,,,,,
2018,17,1/,Dual-Port Dual-Wideband Annular Slot Antenna with Stable Unidirectional Pattern,,,,,
2018,17,1/,Millimeter Wave Antenna for Intelligent Transportation Systems Application,,,,,
2018,17,1/,Propagation Model for Path Loss Through Vegetated Environments at 700 – 800 MHz Band,,,,,
2018,17,2/,Design of Microwave Absorbers using Improvised Particle Swarm Optimization Algorithm,,,,,
2018,17,2/,Directional Coupler Based on a Photonic Quasi-Crystal Fiber with Extended Cores,,,,,
2018,17,2/,All-Optical Logic Gates Devices based on SPP Coupling between Graphene Sheets,,,,,
2018,17,2/,Effects of Birefringence on the Electromagnetic Guidance of Structures Produced by Femtosecond Laser,,,,,
2018,17,2/,Electrical and optical numerical modeling of DP-PPV based polymer light emitting diode,,,,,
2018,17,2/,A High Gain and Directivity Bow Tie Antenna Based on Single-Negative Metamaterial,,,,,
2018,17,2/,Calibration of TLM Model for Semiconductor Optical Amplifier by Heuristic Parameters' Extraction,,,,,
2018,17,2/,Power Allocation in PON-OCDMA with Improved Chaos Particle Swarm Optimization,,,,,
2018,17,2/,Vegetation Image as Bayesian Predictor for Radio Propagation in Complex Environments Using Unscented Transform,,,,,
2018,17,2/,Solving the inverse scattering problem with differential evolution: an experimental validation,,,,,
2018,17,2/,Case study of muscle fatigue in parafunctional patient using occlusal device with fiber Bragg grating sensors,,,,,
2018,17,3/,Modeling of Open Square Bifilar Planar Spiral Coils,,,,,
2018,17,3/,Single Band Notched Characteristics UWB Antenna using a Cylindrical Dielectric Resonator and U-shaped Slot,,,,,
2018,17,3/,Beampattern Synthesis for Frequency Diverse Array Based on Time-Modulated Double Parameters Approach,,,,,
2018,17,3/,The Behavior of CPW-Fed Sierpinski Curve Fractal Antenna,,,,,
2018,17,3/,Application of the Finite-Difference Frequency-Domain (FDFD) method on radiowave propagation in urban environments,,,,,
2018,17,3/,A Review of Ground Penetrating Radar Antenna Design and Optimization,,,,,
2018,17,3/,Design Equations for Spiral and Scalable Cross Inductors on 0.35 μm CMOS Technology,,,,,
2018,17,4/,Comparison of FDTD and TDWP Methods for Simulating Electromagnetic Wave Propagation above Terrains,,,,,
2018,17,4/,Multiband FSS Analysis and Synthesis Based on Parallel Non Coupled Metallic Strips Using WCIP Method,,,,,
2018,17,4/,WCIP Method Applied To Modeling an L-Notched Rectangular Metallic Ring FSS for Multiband Applications and its Equivalent Structure,,,,,
2018,17,4/,Improvements Evaluation of High-Speed Electro-Optical Integrated Thin-Film Microwave Coupler SOA-based Space Switch,,,,,
2018,17,4/,Validation of RKAS Soil Dielectric Model at C and X-Band Microwave Frequencies,,,,,
2018,17,4/,Improved Polynomial Rooting of Capon's Algorithm to Estimate the Direction-of-Arrival in Smart Array Antenna,,,,,
2018,17,4/,Parametric study and Analysis of Band Stop Characteristics for a Compact UWB Antenna with Tri-band notches,,,,,
2018,17,4/,Analytical Analysis and Experimental Validation of a Multi-parameter Mach-Zehnder Fiber Optic Interferometric Sensor,,,,,
2018,17,4/,Impact of Pulse Width on the Sensitivity and Range of a Raman-based Distributed Fiberoptic Temperature Sensor,,,,,
2018,17,4/,Analog Radio-over-Fiber Fronthaul by a WDM-PON employing Double RSOA Self-Seeding and Carrier-Reuse Techniques,,,,,
2018,17,4/,Dual-band System composed by a Photonics-based Radar and a Focal-Point/Cassegrain Parabolic Antenna,,,,,
2018,17,4/,Implementation of a Multi-Gbit/s and GFDM-based Optical-Wireless 5G Network,,,,,
2018,17,4/,"Design, Optimization and Experimental Evaluation of a F-shaped Multiband Metamaterial Antenna",,,,,
2018,17,4/,Spectral Efficiency Analysis in Massive MIMO using FBMC-OQAM Modulation,,,,,
2018,17,4/,Study of the influence of Carbonyl iron particulate size as an electromagnetic radiation absorbing material in 12.4 to 18 GHz (Ku) Band,,,,,
2018,17,4/,Material Characterization and Propagation Analysis of mm-Waves Indoor Networks,,,,,
2018,17,4/,Manufacture of Tapered Fibers and FBG Writing,,,,,
2018,17,4/,Computational Model and Parameter Extraction of High Speed Semiconductor Optical Amplifier Space Switches,,,,,
2017,16,1/,Indoor Characterization of Power Delay Profile Using Equivalent Antenna Representation in Uniform FDTD Lattices,,,,,
2017,16,1/,Rigorous Analysis of a Compact Triangular Antenna Array Using the Spectral Domain Method,,,,,
2017,16,1/,A Compact UWB Bandpass Filter using Hybrid Fractal Shaped DGS,,,,,
2017,16,1/,Ku-band Transition with not Metalized Air-Vias between Microstrip Line and Substrate Integrated Waveguide,,,,,
2017,16,1/,A low-profile and ultra-wideband printed antenna with a 176% bandwidth,,,,,
2017,16,1/,Non-invasive monitoring system of synchronous generator using external field,,,,,
2017,16,1/,Estimation of Three-Phase Induction Motor Equivalent Circuit Parameters from Manufacturer Catalog Data,,,,,
2017,16,1/,Magnetic Gearing Electromagnetic Concepts,,,,,
2017,16,1/,Computational Modeling of Geoelectrical Soundings using PML-FDTD,,,,,
2017,16,1/,Development of an Analytical Method to Predict the Behaviour of the Magnetic Field in PM Linear Motors with Halbach Array,,,,,
2017,16,1/,Impact Analysis of PM magnetization level on motor performance: simulations and experimental results,,,,,
2017,16,1/,An Improved Method for Acquisition of the Parameters of Jiles-Atherton Hysteresis Scalar Model Using Integral Calculus,,,,,
2017,16,1/,Design of a Blade Antenna Embedded in Low-Cost Dielectric Substrate,,,,,
2017,16,1/,EDFA Design and Analysis for WDM Optical Systems Based on Modal Multiplexing,,,,,
2017,16,1/,Optically controlled reconfigurable antenna for 5G future broadband cellular communication networks,,,,,
2017,16,1/,Electromagnetic Characterization of Aircraft Composite Materials and its Effects on the Antenna Performance,,,,,
2017,16,1/,An Analytical Solution for Fiber Optic Links with Photonic-Assisted Millimeter Wave Upconversion Due to MZM Nonlinearities,,,,,
2017,16,1/,Analysis of Parameters for a Distributed Temperature Sensing based on Raman Scattering,,,,,
2017,16,1/,Polarization Diversity on ESM Systems,,,,,
2017,16,1/,Pseudo-Analytical Modeling of Tilted-Coil Antennas in Anisotropic Geophysical Formations,,,,,
2017,16,1/,Non-resonant Permittivity Measurement Methods,,,,,
2017,16,1/,Parametric Study of Printed Monopole Antenna Bioinspired on the Inga Marginata Leaves for UWB Applications,,,,,
2017,16,2/,A JL-SDR-IMPATT Device with Improved Efficiency,,,,,
2017,16,2/,Design of a Compact UWB Bandpass Filter using Via-Less CRLH TL,,,,,
2017,16,2/,Circuit models of Lossy Coaxial Shielded cables to Analyze Radiated and Conducted Susceptibilities with unmatched line loads,,,,,
2017,16,2/,Broadband Equal Power Divider,,,,,
2017,16,2/,Optimization of Frequency Selective Surfaces with Crossed Dipoles Using the Taguchi's Method,,,,,
2017,16,2/,Influence of temperature on the refractive index sensitivities of fiber Bragg gratings refractometers,,,,,
2017,16,2/,Substrate Integrated Waveguide (SIW) Bandpass Filter with Novel Microstrip-CPW-SIW Input Coupling,,,,,
2017,16,2/,Experimental and numerical investigation of the microwave dielectric properties of the MgTiO3 ceramic matrix added with CaCu3Ti4O12,,,,,
2017,16,2/,A CPW-Fed Structure Shaped Substrate Wideband Microstrip Antenna for Wireless Applications,,,,,
2017,16,2/,The force magnitude of a human bite measured at the molar intercuspidation using fiber Bragg gratings,,,,,
2017,16,2/,Analysis of Thermo-Mechanical Stress in Fiber Bragg Grating Used for Hydro-Generator Rotor Temperature Monitoring,,,,,
2017,16,2/,Design of Microstrip Antenna Array with Suppressed Back Lobe,,,,,
2017,16,2/,Experimental Evaluation of the Mobile Radio Channel Capacity in the 2.48 GHz Band,,,,,
2017,16,2/,Spectrum Continuity and Contiguity based Dedicated Protection for Flexible Optical Networks,,,,,
2017,16,2/,Investigation of Dosimetry in Four Human Head Models for Planar Monopole Antenna with a Coupling Feed for LTE/WWAN/WLAN Internal Mobile Phone,,,,,
2017,16,2/,A Compact Ultrathin Ultra-wideband Metamaterial Microwave Absorber,,,,,
2017,16,2/,ANALYTICAL METHOD FOR DESIGNING FSS-BACKED REFLECTARRAY ANTENNA USING TRANSMISSION LINE APPROACH,,,,,
2017,16,2/,Compact MIMO Antenna for Multiband Mobile Applications,,,,,
2017,16,2/,A Novel Simple Convoluted Geometry to Design Frequency Selective Surfaces for Applications at ISM and UNII Bands,,,,,
2017,16,2/,"A Compact Dual-Band CPW-Fed Planar Monopole Antenna for 2.62–2.73 GHz Frequency Band, WiMAX and WLAN Applications",,,,,
2017,16,2/,"Analysis of Linear Antenna Array for minimum Side Lobe Level, Half Power Beamwidth, and Nulls control using PSO",,,,,
2017,16,2/,A Compact UWB Monopole Antenna with Rejected WLAN Band using Split-Ring Resonator and Assessed by Analytic Hierarchy Process Method,,,,,
2017,16,3/,Quantum Particle Swarm Optimization for Synthesis of Non-uniformly Spaced Linear Arrays with Broadband Frequency Invariant Pattern,,,,,
2017,16,3/,A Low Complexity Iterative SLM-OFDM for SHF band applications,,,,,
2017,16,3/,A System Based on Artificial Neural Networks for Automatic Classification of Hydro-generator Stator Windings Partial Discharges,,,,,
2017,16,3/,Dual U-Slot Loaded Patch Antenna with a Modified L-Probe Feeding,,,,,
2017,16,3/,A Numerical Mode-Matching Method Based on Multiple-Knot Cubic B-Splines Applied to the Analysis of Well-Logging Tools,,,,,
2017,16,3/,A Compact Wideband Patch Antenna Loaded by Interdigital Capacitor with Equivalent Circuit Model,,,,,
2017,16,3/,Design of coaxial aircell fixture for the measurement of electromagnetic properties,,,,,
2017,16,3/,Heuristics for the optimized deployment of small cells in next-generation networks,,,,,
2017,16,3/,A Hybrid Path Loss Prediction Model based on Artificial Neural Networks using Empirical Models for LTE And LTE-A at 800 MHz and 2600 MHz,,,,,
2017,16,3/,ANALYTICAL COMPARISON OF THE PERFORMANCE OF ADAPTIVE MODULATION AND CODING IN WIRELESS NETWORK UNDER RAYLEIGH FADING,,,,,
2017,16,3/,SmartCoM: Smart Consumption Management Architecture for Providing a User-Friendly Smart Home based on Metering and Computational Intelligence,,,,,
2017,16,3/,High-Resolution Imaging Utilizing Space-Frequency DORT Combining the Extrapolated Virtual Array,,,,,
2017,16,3/,"Designing Four Notched Bands Microstrip Antenna for UWB Applications, Assessed by Analytic Hierarchy Process Method",,,,,
2017,16,3/,A Balanced-to-Single-Ended Wilkinson Power Divider,,,,,
2017,16,3/,"New methodology for modeling, design and implementation of RF power amplifiers",,,,,
2017,16,3/,Dynamic Digital Holography for recording and reconstruction of 3D images using optoelectronic devices,,,,,
2017,16,3/,Time Reversal Imaging Based on the Space-Frequency ESPRIT,,,,,
2017,16,3/,A simple strategy to design broadband low power consumption distributed Raman amplifier,,,,,
2017,16,3/,Measurements of Medium Wave HD Radio Reception in a Dense Urban Region,,,,,
2017,16,3/,Design of Ground Penetrating Radar Antenna for Detecting Soil Contamination at L-band Frequencies,,,,,
2017,16,3/,Design of Biodegradable Quadruple-shaped DRA for WLAN/Wi-Max applications,,,,,
2017,16,4/,Magnetic topology with axial flux concentration: a technique to improve permanent-magnet motor performance,,,,,
2017,16,4/,Design of Waveguide Structures Using Improved Neural Networks,,,,,
2017,16,4/,Energy Efficient Rate Adaptation Algorithm for FiWi Access Network,,,,,
2017,16,4/,Optimized Limited Size Printed Bowtie Antenna for UHF RFID Readers,,,,,
2017,16,4/,Multiband FSS with Fractal Characteristic Based on Jerusalem Cross Geometry,,,,,
2017,16,4/,A Direct Approach for Coupling Matrix Synthesis for Coupled Resonator Diplexers,,,,,
2017,16,4/,Microwave Measurements of Dielectric Properties of Corn Vegetation at C-Band and Comparison with Debye- Cole Dual Dispersion Model,,,,,
2017,16,4/,A Novel Design of an H-shaped Microstrip Diplexer,,,,,
2017,16,4/,Improved PLL-based MUSIC Algorithm for Single Receiver DF Systems,,,,,
2017,16,4/,Shielding Effectiveness Measurements of Coaxial Cable and Connectors Using Compact Open Area Test Site,,,,,
2017,16,4/,A Small Quad-Band Monopole Antenna with Folded Strip Lines for WiMAX/WLAN and ITU Applications,,,,,
2016,15,1/,Estimation Uncertainties in the Optical Signal-to-Noise Ratio Network Optimization,,,,,
2016,15,1/,Spectral Vacancies Prediction Method for Cognitive Radio Applications,,,,,
2016,15,1/,Reliable Energy-Efficient Multilayer Mechanism with Realistic Battery Model and QoE Support in Wireless MANETs,,,,,
2016,15,1/,A Multilayer Approach for Optical Network Planning,,,,,
2016,15,2/,Design of a Microstrip Diplexer and Triplexer Using Open Loop Resonators,,,,,
2016,15,2/,The Smart Grid Concept in Oil & Gas Industries by a Field Trial of Data Communication in MV Power Lines,,,,,
2016,15,2/,Design of high gain and wide band EBG resonator antenna with dual layers of same dielectric superstrate at X-bands,,,,,
2016,15,2/,Signal Processing Technique for Time Domain Measurement of S-Parameters,,,,,
2016,15,2/,Measured Dielectric Permittivity of Contaminated Sandy Soil at Microwave Frequency,,,,,
2016,15,2/,Statistical Evaluation of Measured Rain Attenuation in Tropical Climate and Comparison with Prediction Models,,,,,
2016,15,2/,Propagation Characteristics of Optical Long Period Fiber Gratings using Graphical Solution Methods,,,,,
2016,15,2/,Extracting Metamaterial Properties of Negative-Index and Plasmonic scatterers from the Mie Coefficients,,,,,
2016,15,3/,Miniaturized Triple Wideband CPW-Fed Patch Antenna With a Defected Ground Structure for WLAN/WiMAX Applications,,,,,
2016,15,3/,Spectral Method for Localization of Multiple Partial Discharges in Dielectric Insulation of Hydro-Generator Coils: Simulation and Experimental Results,,,,,
2016,15,3/,A flat-gain LNA based on LTCC technology at UHF (300-500 MHz),,,,,
2016,15,3/,A correction method for the analytical model in Raman amplifiers systems based on energy conservation assumption,,,,,
2016,15,3/,A New Triple Band Microstrip Fractal Antenna for C-band and S-band Applications,,,,,
2016,15,3/,Dual-band X/Ku Reflectarray Antenna Using a Novel FSS-Backed Unit-Cell with Quasi-Spiral Phase Delay Line,,,,,
2016,15,3/,Effect of Complementary Split Ring Resonator Structure on PIFA Antenna,,,,,
2016,15,3/,New Design Procedure to Determine the Taper Transition for Impedance Matching Between Microstrip Line and SIW Component,,,,,
2016,15,3/,Adaptive Wideband Beamforming Based on Digital Delay Filter,,,,,
2016,15,4/,Modeling an Optical Network Operating with Hybrid-Switching Paradigms,,,,,
2016,15,4/,The study of the ground plane effect on a Multiband PIFA Antenna by using Genetic Algorithm and Particle Swarm Optimization,,,,,
2016,15,4/,Compact Microstrip Low-pass Filter with Wide Stop-band Using P-Shaped Resonator,,,,,
2016,15,4/,Boolean Operators to Improve Multi-Objective Evolutionary Algorithms for Designing Optical Networks,,,,,
2016,15,4/,Thermal Monitoring of Photovoltaic module using Optical Fiber Sensors,,,,,
2016,15,4/,Link Optimization and Performance Analysis of a 40 Gbps DQPSK Modulated Ultra DWDM System with 32 Orthogonally Polarized channels,,,,,
2016,15,4/,Design and Modal Analysis of Photonic Crystal Fiber for Dispersion Compensation over Broadband Range,,,,,
2016,15,4/,Experimental Study of Transmission and Reflection Characteristics of a Gradient Array of Metamaterial Split-Ring Resonators,,,,,
2016,15,4/,A New Simplified Approach for Design of Dual-Band Wilkinson Power Divider with Two and Three Transmission Line Sections Using Only Even-Mode Analysis,,,,,
2016,15,4/,A Performance Evaluation of WLAN-Femtocell-LTE beyond the Capacity Crunch. Does Femtocell have to overcome WLAN or can they coexist in HetNets?,,,,,
2016,15,4/,Use of an Artificial Neural Network-based Metamodel to Reduce the Computational Cost in a Ray-tracing Prediction Model,,,,,
2016,15,4/,Improvement of Circularly Polarized Slot-Patch Antenna Parameters by Using Electromagnetic Band Gap Structures,,,,,
2016,15,4/,Performance evaluation of digital TV and LTE systems operating in the 700 MHz band under the effect of mutual interference,,,,,
2016,15,4/,Ultra Wide Band Radar Cross Section Reduction of a Perfectly Electric Conductor Sphere by the Application of Multilayer Metamaterial Coatings,,,,,
2016,15,4/,Simulating a Multi-Vehicle Traffic Sensing System Based on Radio Tomographic Imaging,,,,,
2015,14,1/,A Compact Dual-Band Octagonal Slotted Printed Monopole Antenna for WLAN/ WiMAX and UWB Applications,,,,,
2015,14,1/,Analysis and Design of a GaAs Monolithic Tunable Polyphase Filter in S/C Bands,,,,,
2015,14,1/,Long Period Bragg Grating in Coaxial Transmission Lines,,,,,
2015,14,1/,Design and implementation of a Quarter Mode Substrate Integrated Waveguide (QMSIW) cavity filter,,,,,
2015,14,1/,Etched FBG written in multimode fibers: sensing characteristics and applications in the liquid fuels sector,,,,,
2015,14,1/,Radio-Wave Propagation Model for UHF Band in Different Climatic Conditions with Dyadic Green’s Function,,,,,
2015,14,1/,An improved UWB Patch Antenna Design using Multiple Notches and Finite Ground Plane,,,,,
2015,14,1/,Semi-analytical formulation for a Unified Time and Frequency Antenna Characterization,,,,,
2015,14,1/,Maximum Power Transfer versus Efficiency in Mid-Range Wireless Power Transfer Systems,,,,,
2015,14,1/,Inversion Method for Obtaining Electrical Parameters for Soil in the Rural Region in Brazil,,,,,
2015,14,1/,An efficient method of EM field modification around transmitting stations,,,,,
2015,14,2/,Phase Noise Effects on Wideband Mobile Radio Channel Sounding,,,,,
2015,14,2/,Design of K-Band Substrate Integrated Waveguide Band-Pass Filter with High Rejection,,,,,
2015,14,2/,Chromatic Dispersion of an Optical Fiber Based on Photonic Quasicrystals with Twelve-Fold Symmetry and its Application as Directional Coupling,,,,,
2015,14,2/,Design of a Triple Band-notched UWB Planar Monopole Antenna,,,,,
2015,14,2/,Analysis and Comparison of Sensors for Measurements of Partial Discharges in Hydrogenerator Stator Windings,,,,,
2015,14,2/,Design of Frequency Selective Band Stop Shield Using Analytical Method,,,,,
2015,14,2/,Artificial Immune Network Design of Optical Multiplexers/Demultiplexers,,,,,
2014,13,1/,Wavelength assignment using a hybrid evolutionary computation to reduce cross-phase modulation,,,,,
2014,13,1/,Study of different shape Electromagnetic Band Gap (EBG) structures for single and dual band applications,,,,,
2014,13,1/,Performance optimization of microstrip antenna array using frequency selective surfaces,,,,,
2014,13,1/,Dimensions and refractive index estimates of deeply buried optical waveguides in Lithium Fluoride,,,,,
2014,13,1/,Probe-Fed linearly-polarized electrically-equivalent microstrip antennas on FR4 substrates,,,,,
2014,13,1/,Characterization of the radiation pattern of antennas via FDTD and time-domain moment expansion,,,,,
2014,13,1/,Rectangular notch loaded dual band annular ring patch antenna,,,,,
2014,13,1/,Channel characterization in the 5.8GHz band in a suburban area,,,,,
2014,13,2/,Multiband frequency selective surfaces with a modified multifractal cantor geometry,,,,,
2014,13,2/,QoS management in smart grids: a Markovian approach,,,,,
2014,13,2/,Hardware embedded fiber sensor interrogation system using intensive digital signal processing,,,,,
2014,13,2/,A comparative analysis of cylindrical CFS-PML ABC for finite volume simulations in the frequency domain,,,,,
2014,13,2/,An efficient indoor ray-tracing propagation model with a quasi-3D approach,,,,,
2014,13,2/,Design of a novel dual: band planar inverted F - antenna for mobile radio applications,,,,,
2014,13,2/,A new microstrip diplexer using open-loop resonators,,,,,
2014,13,2/,Experimental-based subsystem models for simulation of heterogeneous optical networks,,,,,
2014,13,2/,Analysis of electronic structure of boron nitride nanotubes with different positions of intrinsic impurities,,,,,
2014,13,2/,Finite element analysis of hybrid excitation axial flux machine for electric cars,,,,,
2014,13,2/,Study on radial suspension forces of bearingless permanent magnet slice motor based on accurate inductance model,,,,,
2014,13,2/,Modified rain attenuation prediction method considering the effect of wind direction,,,,,
2013,12,1/,Comparison between OFDM and STDCC mobile channel sounders at 3.5 GHz,,,,,
2013,12,1/,Microstrip feed spanner shape monopole antennas for ultra wide band applications,,,,,
2013,12,1/,Conception of bi-band rectangular microstrip array antenna,,,,,
2013,12,1/,An analysis on electric and magnetic behaviour on an induction planar actuator,,,,,
2013,12,1/,Coplanar waveguide-fed ultra-wideband planar antenna with WLAN-band rejection,,,,,
2013,12,1/,SFN channel measurements in Brazil,,,,,
2013,12,1/,Design of four-wave mixing frequency-shift-free amplitude regenerators,,,,,
2013,12,1/,New strategies for planning and performance evaluation of wireless networks: case studies based on the cross-layer approach,,,,,
2013,12,1/,Design of highly birefringent holey fibers with near-zero ultra-flattened chromatic dispersion and ultralow confinement loss,,,,,
2013,12,1/,"A simple transformation of improved WLAN band pass to low pass filter using defected ground structure (DGS), defected microstrip structure (DMS) and multilayer-technique",,,,,
2013,12,1/,An improved zeroth order resonator using left handed metamaterial,,,,,
2013,12,1/,Estimating the location of maximum exposure to electromagnetic fields associated with a radiocommunication station,,,,,
2013,12,1/,On the design of nano-arm fractal antenna for UWB wireless applications,,,,,
